with_metrics,attributed_resource,description,list_attributes,list_metrics,list_segments,resource_name,segmenting_resource
0,customer,"Represents a bidding data exclusion. See ""About data exclusions"" at https://support.google.com/google-ads/answer/10370710.","bidding_data_exclusion.advertising_channel_types,bidding_data_exclusion.campaigns,bidding_data_exclusion.data_exclusion_id,bidding_data_exclusion.description,bidding_data_exclusion.devices,bidding_data_exclusion.end_date_time,bidding_data_exclusion.name,bidding_data_exclusion.resource_name,bidding_data_exclusion.scope,bidding_data_exclusion.start_date_time,bidding_data_exclusion.status",None,None,bidding_data_exclusion,None
0,customer,"Represents a bidding seasonality adjustment. See ""About seasonality adjustments"" at https://support.google.com/google-ads/answer/10369906.","bidding_seasonality_adjustment.advertising_channel_types,bidding_seasonality_adjustment.campaigns,bidding_seasonality_adjustment.conversion_rate_modifier,bidding_seasonality_adjustment.description,bidding_seasonality_adjustment.devices,bidding_seasonality_adjustment.end_date_time,bidding_seasonality_adjustment.name,bidding_seasonality_adjustment.resource_name,bidding_seasonality_adjustment.scope,bidding_seasonality_adjustment.seasonality_adjustment_id,bidding_seasonality_adjustment.start_date_time,bidding_seasonality_adjustment.status",None,None,bidding_seasonality_adjustment,None
0,customer,"A billing setup, which associates a payments account and an advertiser. A billing setup is specific to one advertiser.","billing_setup.end_date_time,billing_setup.end_time_type,billing_setup.id,billing_setup.payments_account,billing_setup.payments_account_info.payments_account_id,billing_setup.payments_account_info.payments_account_name,billing_setup.payments_account_info.payments_profile_id,billing_setup.payments_account_info.payments_profile_name,billing_setup.payments_account_info.secondary_payments_profile_id,billing_setup.resource_name,billing_setup.start_date_time,billing_setup.status",None,None,billing_setup,None
0,customer,A list of mutates being processed asynchronously. The mutates are uploaded by the user. The mutates themselves aren't readable and the results of the job can only be read using BatchJobService.ListBatchJobResults.,"batch_job.id,batch_job.long_running_operation,batch_job.metadata.completion_date_time,batch_job.metadata.creation_date_time,batch_job.metadata.estimated_completion_ratio,batch_job.metadata.executed_operation_count,batch_job.metadata.execution_limit_seconds,batch_job.metadata.operation_count,batch_job.metadata.start_date_time,batch_job.next_add_sequence_token,batch_job.resource_name,batch_job.status",None,None,batch_job,None
0,"ad_group,campaign,customer","An ad group simulation. Supported combinations of advertising channel type, simulation type and simulation modification method is detailed below respectively. 1. SEARCH - CPC_BID - DEFAULT 2. SEARCH - CPC_BID - UNIFORM 3. SEARCH - TARGET_CPA - UNIFORM 4. SEARCH - TARGET_ROAS - UNIFORM 5. DISPLAY - CPC_BID - DEFAULT 6. DISPLAY - CPC_BID - UNIFORM 7. DISPLAY - TARGET_CPA - UNIFORM","ad_group_simulation.ad_group_id,ad_group_simulation.cpc_bid_point_list.points,ad_group_simulation.cpv_bid_point_list.points,ad_group_simulation.end_date,ad_group_simulation.modification_method,ad_group_simulation.resource_name,ad_group_simulation.start_date,ad_group_simulation.target_cpa_point_list.points,ad_group_simulation.target_roas_point_list.points,ad_group_simulation.type",None,None,ad_group_simulation,None
0,"asset_group,customer","Audience is an effective targeting option that lets you intersect different segment attributes, such as detailed demographics and affinities, to create audiences that represent sections of your target segments.","audience.asset_group,audience.description,audience.dimensions,audience.dimensions.audience_segments.segments.custom_audience.custom_audience,audience.dimensions.audience_segments.segments.detailed_demographic.detailed_demographic,audience.dimensions.audience_segments.segments.life_event.life_event,audience.dimensions.audience_segments.segments.user_interest.user_interest_category,audience.dimensions.audience_segments.segments.user_list.user_list,audience.exclusion_dimension,audience.exclusion_dimension.exclusions.user_list.user_list,audience.id,audience.name,audience.resource_name,audience.scope,audience.status",None,None,audience,None
0,customer,An asset set representing a collection of assets. Use AssetSetAsset to link an asset to the asset set.,"asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.business_name_filter.business_name,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.business_name_filter.filter_type,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.label_filters,asset_set.business_profile_location_group.dynamic_business_profile_location_group_filter.listing_id_filters,asset_set.hotel_property_data.hotel_center_id,asset_set.hotel_property_data.partner_name,asset_set.id,asset_set.location_group_parent_asset_set_id,asset_set.location_set.business_profile_location_set.business_name_filter,asset_set.location_set.business_profile_location_set.label_filters,asset_set.location_set.business_profile_location_set.listing_id_filters,asset_set.location_set.chain_location_set.relationship_type,asset_set.location_set.location_ownership_type,asset_set.merchant_center_feed.feed_label,asset_set.merchant_center_feed.merchant_id,asset_set.name,asset_set.resource_name,asset_set.status,asset_set.type",None,None,asset_set,None
0,"asset_group,campaign,customer",A view on the usage of ad group ad asset combination.,"asset_group_top_combination_view.asset_group_top_combinations,asset_group_top_combination_view.resource_name",None,None,asset_group_top_combination_view,None
0,"asset_group,campaign,customer","AssetGroupSignal represents a signal in an asset group. The existence of a signal tells the performance max campaign who's most likely to convert. Performance Max uses the signal to look for new people with similar or stronger intent to find conversions across Search, Display, Video, and more.","asset_group_signal.approval_status,asset_group_signal.asset_group,asset_group_signal.audience.audience,asset_group_signal.disapproval_reasons,asset_group_signal.resource_name,asset_group_signal.search_theme.text",None,None,asset_group_signal,None
0,"ad_group,ad_group_criterion,campaign,customer","An ad parameter that is used to update numeric values (such as prices or inventory levels) in any text line of an ad (including URLs). There can be a maximum of two AdParameters per ad group criterion. (One with parameter_index = 1 and one with parameter_index = 2.) In the ad the parameters are referenced by a placeholder of the form ""{param#:value}"". For example, ""{param1:$17}""","ad_parameter.ad_group_criterion,ad_parameter.insertion_text,ad_parameter.parameter_index,ad_parameter.resource_name",None,None,ad_parameter,None
0,"ad_group,campaign,customer,label",A relationship between an ad group and a label.,"ad_group_label.ad_group,ad_group_label.label,ad_group_label.resource_name",None,None,ad_group_label,None
0,"ad_group,campaign,customer,feed",An ad group feed.,"ad_group_feed.ad_group,ad_group_feed.feed,ad_group_feed.matching_function.function_string,ad_group_feed.matching_function.left_operands,ad_group_feed.matching_function.operator,ad_group_feed.matching_function.right_operands,ad_group_feed.placeholder_types,ad_group_feed.resource_name,ad_group_feed.status",None,None,ad_group_feed,None
0,"ad_group,ad_group_criterion,campaign,customer","An ad group criterion simulation. Supported combinations of advertising channel type, criterion type, simulation type, and simulation modification method are detailed below respectively. Hotel AdGroupCriterion simulation operations starting in V5. 1. DISPLAY - KEYWORD - CPC_BID - UNIFORM 2. SEARCH - KEYWORD - CPC_BID - UNIFORM 3. SHOPPING - LISTING_GROUP - CPC_BID - UNIFORM 4. HOTEL - LISTING_GROUP - CPC_BID - UNIFORM 5. HOTEL - LISTING_GROUP - PERCENT_CPC_BID - UNIFORM","ad_group_criterion_simulation.ad_group_id,ad_group_criterion_simulation.cpc_bid_point_list.points,ad_group_criterion_simulation.criterion_id,ad_group_criterion_simulation.end_date,ad_group_criterion_simulation.modification_method,ad_group_criterion_simulation.percent_cpc_bid_point_list.points,ad_group_criterion_simulation.resource_name,ad_group_criterion_simulation.start_date,ad_group_criterion_simulation.type",None,None,ad_group_criterion_simulation,None
0,"ad_group,campaign,customer,customizer_attribute",A customizer value for the associated CustomizerAttribute at the AdGroup level.,"ad_group_customizer.ad_group,ad_group_customizer.customizer_attribute,ad_group_customizer.resource_name,ad_group_customizer.status,ad_group_customizer.value.string_value,ad_group_customizer.value.type",None,None,ad_group_customizer,None
0,"ad_group,campaign,customer",An ad group extension setting.,"ad_group_extension_setting.ad_group,ad_group_extension_setting.device,ad_group_extension_setting.extension_feed_items,ad_group_extension_setting.extension_type,ad_group_extension_setting.resource_name",None,None,ad_group_extension_setting,None
1,customer,An asset set type view. This view reports non-overcounted metrics for each asset set type. Child asset set types are not included in this report. Their stats are aggregated under the parent asset set type.,"asset_set_type,resource_name","absolute_top_impression_percentage,all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,impressions,interaction_event_types,interaction_rate,interactions,phone_calls,phone_impressions,phone_through_rate,value_per_all_conversions,value_per_conversion,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,slot,week,year",asset_set_type_view,"ad_group,campaign"
1,"asset_group,asset_group_listing_group_filter,campaign,customer",An asset group product group view.,"asset_group,asset_group_listing_group_filter,resource_name","all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cart_size,average_cpc,average_cpm,average_order_value_micros,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_of_goods_sold_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,cross_sell_cost_of_goods_sold_micros,cross_sell_gross_profit_micros,cross_sell_revenue_micros,cross_sell_units_sold,ctr,gross_profit_margin,gross_profit_micros,impressions,lead_cost_of_goods_sold_micros,lead_gross_profit_micros,lead_revenue_micros,lead_units_sold,orders,revenue_micros,units_sold,value_per_all_conversions,value_per_conversion,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,week,year",asset_group_product_group_view,None
1,customer,An asset field type view. This view reports non-overcounted metrics for each asset field type when the asset is used as extension.,"field_type,resource_name","absolute_top_impression_percentage,all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,impressions,interaction_event_types,interaction_rate,interactions,phone_calls,phone_impressions,phone_through_rate,value_per_all_conversions,value_per_conversion,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,slot,week,year",asset_field_type_view,"ad_group,campaign"
1,customer,A bidding strategy.,"aligned_campaign_budget_id,campaign_count,currency_code,effective_currency_code,enhanced_cpc,id,maximize_conversion_value.cpc_bid_ceiling_micros,maximize_conversion_value.cpc_bid_floor_micros,maximize_conversion_value.target_roas,maximize_conversions.cpc_bid_ceiling_micros,maximize_conversions.cpc_bid_floor_micros,maximize_conversions.target_cpa_micros,name,non_removed_campaign_count,resource_name,status,target_cpa.cpc_bid_ceiling_micros,target_cpa.cpc_bid_floor_micros,target_cpa.target_cpa_micros,target_impression_share.cpc_bid_ceiling_micros,target_impression_share.location,target_impression_share.location_fraction_micros,target_roas.cpc_bid_ceiling_micros,target_roas.cpc_bid_floor_micros,target_roas.target_roas,target_spend.cpc_bid_ceiling_micros,target_spend.target_spend_micros,type","all_conversions,all_conversions_from_interactions_rate,all_conversions_from_interactions_value_per_interaction,all_conversions_value,all_conversions_value_per_cost,average_cost,average_cpc,average_cpm,average_cpv,average_target_cpa_micros,average_target_roas,clicks,conversions,conversions_from_interactions_rate,conversions_from_interactions_value_per_interaction,conversions_value,conversions_value_per_cost,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,gmail_forwards,gmail_saves,gmail_secondary_clicks,impressions,interaction_event_types,interaction_rate,interactions,value_per_all_conversions,value_per_conversion,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,hour,month,month_of_year,quarter,slot,week,year",bidding_strategy,None
1,"asset,asset_set,customer",AssetSetAsset is the link between an asset and an asset set. Adding an AssetSetAsset links an asset with an asset set.,"asset,asset_set,resource_name,status","absolute_top_impression_percentage,all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cost,average_cpc,average_cpm,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,impressions,interaction_event_types,interaction_rate,interactions,phone_calls,phone_impressions,phone_through_rate,top_impression_percentage,value_per_all_conversions,value_per_conversion","ad_network_type,asset_interaction_target.asset,asset_interaction_target.interaction_on_this_asset,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,slot,week,year",asset_set_asset,"ad_group,campaign"
1,"accessible_bidding_strategy,bidding_strategy,campaign,customer",An ad group.,"ad_rotation_mode,audience_setting.use_audience_grouped,base_ad_group,campaign,cpc_bid_micros,cpm_bid_micros,cpv_bid_micros,display_custom_bid_dimension,effective_cpc_bid_micros,effective_target_cpa_micros,effective_target_cpa_source,effective_target_roas,effective_target_roas_source,excluded_parent_asset_field_types,excluded_parent_asset_set_types,final_url_suffix,id,labels,name,optimized_targeting_enabled,percent_cpc_bid_micros,resource_name,status,target_cpa_micros,target_cpm_micros,target_roas,targeting_setting.target_restrictions,tracking_url_template,type,url_custom_parameters","absolute_top_impression_percentage,active_view_cpm,active_view_ctr,active_view_impressions,active_view_measurability,active_view_measurable_cost_micros,active_view_measurable_impressions,active_view_viewability,all_conversions,all_conversions_by_conversion_date,all_conversions_from_interactions_rate,all_conversions_from_interactions_value_per_interaction,all_conversions_value,all_conversions_value_by_conversion_date,all_conversions_value_per_cost,all_new_customer_lifetime_value,auction_insight_search_absolute_top_impression_percentage,auction_insight_search_impression_share,auction_insight_search_outranking_share,auction_insight_search_overlap_rate,auction_insight_search_position_above_rate,auction_insight_search_top_impression_percentage,average_cart_size,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,average_order_value_micros,average_page_views,average_time_on_site,benchmark_average_max_cpc,biddable_app_install_conversions,biddable_app_post_install_conversions,bounce_rate,clicks,content_budget_lost_impression_share,content_impression_share,content_rank_lost_impression_share,conversions,conversions_by_conversion_date,conversions_from_interactions_rate,conversions_from_interactions_value_per_interaction,conversions_value,conversions_value_by_conversion_date,conversions_value_per_cost,cost_micros,cost_of_goods_sold_micros,cost_per_all_conversions,cost_per_conversion,cost_per_current_model_attributed_conversion,cross_device_conversions,cross_sell_cost_of_goods_sold_micros,cross_sell_gross_profit_micros,cross_sell_revenue_micros,cross_sell_units_sold,ctr,current_model_attributed_conversions,current_model_attributed_conversions_from_interactions_rate,current_model_attributed_conversions_from_interactions_value_per_interaction,current_model_attributed_conversions_value,current_model_attributed_conversions_value_per_cost,engagement_rate,engagements,gmail_forwards,gmail_saves,gmail_secondary_clicks,gross_profit_margin,gross_profit_micros,historical_creative_quality_score,historical_landing_page_quality_score,historical_quality_score,historical_search_predicted_ctr,hotel_average_lead_value_micros,hotel_eligible_impressions,hotel_price_difference_percentage,impressions,interaction_event_types,interaction_rate,interactions,lead_cost_of_goods_sold_micros,lead_gross_profit_micros,lead_revenue_micros,lead_units_sold,message_chat_rate,message_chats,message_impressions,mobile_friendly_clicks_percentage,new_customer_lifetime_value,orders,percent_new_visitors,phone_calls,phone_impressions,phone_through_rate,relative_ctr,revenue_micros,search_absolute_top_impression_share,search_budget_lost_absolute_top_impression_share,search_budget_lost_impression_share,search_budget_lost_top_impression_share,search_click_share,search_exact_match_impression_share,search_impression_share,search_rank_lost_absolute_top_impression_share,search_rank_lost_impression_share,search_rank_lost_top_impression_share,search_top_impression_share,speed_score,top_impression_percentage,units_sold,valid_accelerated_mobile_pages_clicks_percentage,value_per_all_conversions,value_per_all_conversions_by_conversion_date,value_per_conversion,value_per_conversions_by_conversion_date,value_per_current_model_attributed_conversion,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","activity_account_id,activity_rating,ad_destination_type,ad_network_type,asset_interaction_target.asset,asset_interaction_target.interaction_on_this_asset,auction_insight_domain,click_type,conversion_action,conversion_action_category,conversion_action_name,conversion_adjustment,conversion_attribution_event_type,conversion_lag_bucket,conversion_or_adjustment_lag_bucket,date,day_of_week,device,external_activity_id,external_conversion_source,geo_target_airport,geo_target_canton,geo_target_city,geo_target_country,geo_target_county,geo_target_district,geo_target_metro,geo_target_most_specific_location,geo_target_postal_code,geo_target_province,geo_target_region,geo_target_state,hotel_booking_window_days,hotel_center_id,hotel_check_in_date,hotel_check_in_day_of_week,hotel_city,hotel_class,hotel_country,hotel_date_selection_type,hotel_length_of_stay,hotel_price_bucket,hotel_rate_rule_id,hotel_rate_type,hotel_state,hour,interaction_on_this_extension,month,month_of_year,new_versus_returning_customers,partner_hotel_id,placeholder_type,product_aggregator_id,product_brand,product_category_level1,product_category_level2,product_category_level3,product_category_level4,product_category_level5,product_channel,product_channel_exclusivity,product_condition,product_country,product_custom_attribute0,product_custom_attribute1,product_custom_attribute2,product_custom_attribute3,product_custom_attribute4,product_feed_label,product_item_id,product_language,product_merchant_id,product_store_id,product_title,product_type_l1,product_type_l2,product_type_l3,product_type_l4,product_type_l5,quarter,search_engine_results_page_type,slot,week,year",ad_group,None
1,customer,An asset group. AssetGroupAsset is used to link an asset to the asset group. AssetGroupSignal is used to associate a signal to an asset group.,"ad_strength,campaign,final_mobile_urls,final_urls,id,name,path1,path2,primary_status,primary_status_reasons,resource_name,status","all_conversions,all_conversions_from_interactions_rate,all_conversions_from_interactions_value_per_interaction,all_conversions_value,all_conversions_value_per_cost,average_cart_size,average_cost,average_cpc,average_order_value_micros,clicks,conversions,conversions_from_interactions_rate,conversions_from_interactions_value_per_interaction,conversions_value,conversions_value_per_cost,cost_micros,cost_of_goods_sold_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,cross_device_conversions_value_micros,cross_sell_cost_of_goods_sold_micros,cross_sell_gross_profit_micros,cross_sell_revenue_micros,cross_sell_units_sold,ctr,gross_profit_margin,gross_profit_micros,impressions,interaction_event_types,interaction_rate,interactions,lead_cost_of_goods_sold_micros,lead_gross_profit_micros,lead_revenue_micros,lead_units_sold,orders,revenue_micros,value_per_all_conversions,value_per_conversion,view_through_conversions",,asset_group,campaign
1,"accessible_bidding_strategy,ad_group,ad_group_criterion,bidding_strategy,campaign,customer",An age range view.,resource_name,"active_view_cpm,active_view_ctr,active_view_impressions,active_view_measurability,active_view_measurable_cost_micros,active_view_measurable_impressions,active_view_viewability,all_conversions,all_conversions_from_interactions_rate,all_conversions_from_interactions_value_per_interaction,all_conversions_value,all_conversions_value_per_cost,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,gmail_forwards,gmail_saves,gmail_secondary_clicks,impressions,interaction_event_types,interaction_rate,interactions,value_per_all_conversions,value_per_conversion,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,week,year",age_range_view,None
1,"campaign,campaign_criterion,customer",An ad schedule view summarizes the performance of campaigns by AdSchedule criteria.,resource_name,"all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,impressions,interaction_event_types,interaction_rate,interactions,value_per_all_conversions,value_per_conversion,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","conversion_action,conversion_action_category,conversion_action_name,date,external_conversion_source,month,month_of_year,quarter,week,year",ad_schedule_view,None
1,"ad_group,ad_group_ad,campaign,customer","A view on the usage of ad group ad asset combination. Now we only support AdGroupAdAssetCombinationView for Responsive Search Ads, with more ad types planned for the future.","enabled,resource_name,served_assets",impressions,"ad_network_type,date,day_of_week,month,quarter,slot,week,year",ad_group_ad_asset_combination_view,None
1,"ad_group,campaign,customer",A view with metrics aggregated by ad group and URL or YouTube video.,"display_name,group_placement_target_url,placement,placement_type,resource_name,target_url","active_view_cpm,active_view_ctr,active_view_impressions,active_view_measurability,active_view_measurable_cost_micros,active_view_measurable_impressions,active_view_viewability,all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,impressions,interaction_event_types,interaction_rate,interactions,value_per_all_conversions,value_per_conversion,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","ad_network_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,week,year",detail_placement_view,None
1,"ad_group,ad_group_criterion,campaign,customer","An ad group audience view. Includes performance data from interests and remarketing lists for Display Network and YouTube Network ads, and remarketing lists for search ads (RLSA), aggregated at the audience level.",resource_name,"absolute_top_impression_percentage,active_view_cpm,active_view_ctr,active_view_impressions,active_view_measurability,active_view_measurable_cost_micros,active_view_measurable_impressions,active_view_viewability,all_conversions,all_conversions_by_conversion_date,all_conversions_from_interactions_rate,all_conversions_from_interactions_value_per_interaction,all_conversions_value,all_conversions_value_by_conversion_date,all_conversions_value_per_cost,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_by_conversion_date,conversions_from_interactions_rate,conversions_value,conversions_value_by_conversion_date,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,gmail_forwards,gmail_saves,gmail_secondary_clicks,impressions,interaction_event_types,interaction_rate,interactions,top_impression_percentage,value_per_all_conversions,value_per_all_conversions_by_conversion_date,value_per_conversion,value_per_conversions_by_conversion_date,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,hotel_date_selection_type,month,month_of_year,quarter,slot,week,year",ad_group_audience_view,"bidding_strategy,user_list"
1,"ad_group,ad_group_ad,asset,campaign,customer",A link between an AdGroupAd and an Asset. Currently we only support AdGroupAdAssetView for AppAds and Responsive Search Ads.,"ad_group_ad,asset,enabled,field_type,performance_label,pinned_field,policy_summary,resource_name,source","all_conversions,all_conversions_value,all_conversions_value_per_cost,average_cpc,biddable_app_install_conversions,biddable_app_post_install_conversions,clicks,conversions,conversions_value,conversions_value_per_cost,cost_micros,cost_per_all_conversions,cost_per_conversion,ctr,impressions,value_per_all_conversions,value_per_conversion,view_through_conversions","ad_network_type,conversion_action,date,day_of_week,month,quarter,slot,week,year",ad_group_ad_asset_view,None
1,"ad_group,ad_group_criterion,campaign,customer",A display keyword view.,resource_name,"active_view_cpm,active_view_ctr,active_view_impressions,active_view_measurability,active_view_measurable_cost_micros,active_view_measurable_impressions,active_view_viewability,all_conversions,all_conversions_from_interactions_rate,all_conversions_from_interactions_value_per_interaction,all_conversions_value,all_conversions_value_per_cost,average_cost,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,gmail_forwards,gmail_saves,gmail_secondary_clicks,impressions,interaction_event_types,interaction_rate,interactions,value_per_all_conversions,value_per_conversion,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,week,year",display_keyword_view,bidding_strategy
1,customer,"A user location view. User Location View includes all metrics aggregated at the country level, one row per country. It reports metrics at the actual physical location of the user by targeted or not targeted location. If other segment fields are used, you may get more than one row per country.","country_criterion_id,resource_name,targeting_location","all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cost,average_cpc,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_value,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,impressions,interaction_event_types,interaction_rate,interactions,value_per_all_conversions,value_per_conversion,video_view_rate,video_views,view_through_conversions","ad_network_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,geo_target_airport,geo_target_canton,geo_target_city,geo_target_county,geo_target_district,geo_target_metro,geo_target_most_specific_location,geo_target_postal_code,geo_target_province,geo_target_region,geo_target_state,month,month_of_year,quarter,week,year",user_location_view,"ad_group,campaign"
1,customer,A video.,"channel_id,duration_millis,id,resource_name,title","all_conversions,all_conversions_from_interactions_rate,all_conversions_value,average_cpc,average_cpe,average_cpm,average_cpv,clicks,conversions,conversions_from_interactions_rate,conversions_from_interactions_value_per_interaction,conversions_value,conversions_value_per_cost,cost_micros,cost_per_all_conversions,cost_per_conversion,cross_device_conversions,ctr,engagement_rate,engagements,impressions,value_per_all_conversions,value_per_conversion,video_quartile_p100_rate,video_quartile_p25_rate,video_quartile_p50_rate,video_quartile_p75_rate,video_view_rate,video_views,view_through_conversions","ad_network_type,click_type,conversion_action,conversion_action_category,conversion_action_name,date,day_of_week,device,external_conversion_source,month,month_of_year,quarter,week,year",video,"ad_group,ad_group_ad,campaign"
