with_metrics,attributed_resource,description,list_attributes,list_metrics,list_segments,resource_name,segmenting_resource
0,customer,Represents the data sharing connection between a Google Ads customer and another product.,"product_link.data_partner.data_partner_id,product_link.google_ads.customer,product_link.merchant_center.merchant_center_id,product_link.product_link_id,product_link.resource_name,product_link.type",None,None,product_link,None
0,None,A Product Category.,"product_category_constant.category_id,product_category_constant.level,product_category_constant.localizations,product_category_constant.product_category_constant_parent,product_category_constant.resource_name,product_category_constant.state",None,None,product_category_constant,None
0,"ad_group,campaign,campaign_budget,customer",A recommendation.,"recommendation.ad_group,recommendation.call_asset_recommendation,recommendation.callout_asset_recommendation,recommendation.campaign,recommendation.campaign_budget,recommendation.campaign_budget_recommendation,recommendation.campaigns,recommendation.dismissed,recommendation.display_expansion_opt_in_recommendation,recommendation.dynamic_image_extension_opt_in_recommendation,recommendation.enhanced_cpc_opt_in_recommendation,recommendation.forecasting_campaign_budget_recommendation,recommendation.forecasting_set_target_cpa_recommendation,recommendation.forecasting_set_target_roas_recommendation,recommendation.impact,recommendation.improve_performance_max_ad_strength_recommendation,recommendation.keyword_match_type_recommendation,recommendation.keyword_recommendation,recommendation.lower_target_roas_recommendation,recommendation.marginal_roi_campaign_budget_recommendation,recommendation.maximize_clicks_opt_in_recommendation,recommendation.maximize_conversions_opt_in_recommendation,recommendation.migrate_dynamic_search_ads_campaign_to_performance_max_recommendation,recommendation.move_unused_budget_recommendation,recommendation.optimize_ad_rotation_recommendation,recommendation.performance_max_opt_in_recommendation,recommendation.raise_target_cpa_bid_too_low_recommendation,recommendation.raise_target_cpa_recommendation,recommendation.resource_name,recommendation.responsive_search_ad_asset_recommendation,recommendation.responsive_search_ad_improve_ad_strength_recommendation,recommendation.responsive_search_ad_recommendation,recommendation.search_partners_opt_in_recommendation,recommendation.set_target_cpa_recommendation,recommendation.set_target_roas_recommendation,recommendation.shopping_add_age_group_recommendation,recommendation.shopping_add_color_recommendation,recommendation.shopping_add_gender_recommendation,recommendation.shopping_add_gtin_recommendation,recommendation.shopping_add_more_identifiers_recommendation,recommendation.shopping_add_products_to_campaign_recommendation,recommendation.shopping_add_size_recommendation,recommendation.shopping_fix_disapproved_products_recommendation,recommendation.shopping_fix_merchant_center_account_suspension_warning_recommendation,recommendation.shopping_fix_suspended_merchant_center_account_recommendation,recommendation.shopping_migrate_regular_shopping_campaign_offers_to_performance_max_recommendation,recommendation.shopping_target_all_offers_recommendation,recommendation.sitelink_asset_recommendation,recommendation.target_cpa_opt_in_recommendation,recommendation.target_roas_opt_in_recommendation,recommendation.text_ad_recommendation,recommendation.type,recommendation.upgrade_local_campaign_to_performance_max_recommendation,recommendation.upgrade_smart_shopping_campaign_to_performance_max_recommendation,recommendation.use_broad_match_keyword_recommendation",None,None,recommendation,None
0,None,A mobile application category constant.,"mobile_app_category_constant.id,mobile_app_category_constant.name,mobile_app_category_constant.resource_name",None,None,mobile_app_category_constant,None
0,"customer,user_list","A job containing offline user data of store visitors, or user list members that will be processed asynchronously. The uploaded data isn't readable and the processing results of the job can only be read using GoogleAdsService.Search/SearchStream.","offline_user_data_job.customer_match_user_list_metadata.user_list,offline_user_data_job.external_id,offline_user_data_job.failure_reason,offline_user_data_job.id,offline_user_data_job.operation_metadata.match_rate_range,offline_user_data_job.resource_name,offline_user_data_job.status,offline_user_data_job.store_sales_metadata.loyalty_fraction,offline_user_data_job.store_sales_metadata.third_party_metadata.advertiser_upload_date_time,offline_user_data_job.store_sales_metadata.third_party_metadata.bridge_map_version_id,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_id,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_match_fraction,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_upload_fraction,offline_user_data_job.store_sales_metadata.third_party_metadata.valid_transaction_fraction,offline_user_data_job.store_sales_metadata.transaction_upload_fraction,offline_user_data_job.type",None,None,offline_user_data_job,None
0,customer,Offline conversion upload client summary.,"offline_conversion_upload_client_summary.alerts,offline_conversion_upload_client_summary.client,offline_conversion_upload_client_summary.daily_summaries,offline_conversion_upload_client_summary.job_summaries,offline_conversion_upload_client_summary.last_upload_date_time,offline_conversion_upload_client_summary.resource_name,offline_conversion_upload_client_summary.status,offline_conversion_upload_client_summary.success_rate,offline_conversion_upload_client_summary.successful_event_count,offline_conversion_upload_client_summary.total_event_count",None,None,offline_conversion_upload_client_summary,None
0,customer,A media file.,"media_file.audio.ad_duration_millis,media_file.file_size,media_file.id,media_file.image.full_size_image_url,media_file.image.preview_size_image_url,media_file.media_bundle.url,media_file.mime_type,media_file.name,media_file.resource_name,media_file.source_url,media_file.type,media_file.video.ad_duration_millis,media_file.video.advertising_id_code,media_file.video.isci_code,media_file.video.youtube_video_id",None,None,media_file,None
0,None,"A mobile operating system version or a range of versions, depending on operator_type. List of available mobile platforms at https://developers.google.com/google-ads/api/reference/data/codes-formats#mobile-platforms","operating_system_version_constant.id,operating_system_version_constant.name,operating_system_version_constant.operator_type,operating_system_version_constant.os_major_version,operating_system_version_constant.os_minor_version,operating_system_version_constant.resource_name",None,None,operating_system_version_constant,None
0,None,A mobile device constant.,"mobile_device_constant.id,mobile_device_constant.manufacturer_name,mobile_device_constant.name,mobile_device_constant.operating_system_name,mobile_device_constant.resource_name,mobile_device_constant.type",None,None,mobile_device_constant,None
0,customer,"Data from Local Services Lead. Contains details of Lead which is generated when user calls, messages or books service from advertiser. More info: https://ads.google.com/local-services-ads","local_services_lead.category_id,local_services_lead.contact_details,local_services_lead.creation_date_time,local_services_lead.id,local_services_lead.lead_charged,local_services_lead.lead_status,local_services_lead.lead_type,local_services_lead.locale,local_services_lead.note.description,local_services_lead.note.edit_date_time,local_services_lead.resource_name,local_services_lead.service_id",None,None,local_services_lead,None
0,customer,A local services verification resource.,"local_services_verification_artifact.artifact_type,local_services_verification_artifact.background_check_verification_artifact.case_url,local_services_verification_artifact.background_check_verification_artifact.final_adjudication_date_time,local_services_verification_artifact.creation_date_time,local_services_verification_artifact.id,local_services_verification_artifact.insurance_verification_artifact.amount_micros,local_services_verification_artifact.insurance_verification_artifact.insurance_document_readonly.document_url,local_services_verification_artifact.insurance_verification_artifact.rejection_reason,local_services_verification_artifact.license_verification_artifact.license_document_readonly.document_url,local_services_verification_artifact.license_verification_artifact.license_number,local_services_verification_artifact.license_verification_artifact.license_type,local_services_verification_artifact.license_verification_artifact.licensee_first_name,local_services_verification_artifact.license_verification_artifact.licensee_last_name,local_services_verification_artifact.license_verification_artifact.rejection_reason,local_services_verification_artifact.resource_name,local_services_verification_artifact.status",None,None,local_services_verification_artifact,None
0,"customer,local_services_lead","Data from Local Services Lead Conversation. Contains details of Lead Conversation which is generated when user calls, messages or books service from advertiser. These are appended to a Lead. More info: https://ads.google.com/local-services-ads","local_services_lead_conversation.conversation_channel,local_services_lead_conversation.event_date_time,local_services_lead_conversation.id,local_services_lead_conversation.lead,local_services_lead_conversation.message_details.text,local_services_lead_conversation.participant_type,local_services_lead_conversation.phone_call_details.call_duration_millis,local_services_lead_conversation.phone_call_details.call_recording_url,local_services_lead_conversation.resource_name",None,None,local_services_lead_conversation,None
0,"ad_group,ad_group_ad,asset,campaign,customer",Data from lead form submissions.,"lead_form_submission_data.ad_group,lead_form_submission_data.ad_group_ad,lead_form_submission_data.asset,lead_form_submission_data.campaign,lead_form_submission_data.custom_lead_form_submission_fields,lead_form_submission_data.gclid,lead_form_submission_data.id,lead_form_submission_data.lead_form_submission_fields,lead_form_submission_data.resource_name,lead_form_submission_data.submission_date_time",None,None,lead_form_submission_data,None
0,customer,A label.,"label.id,label.name,label.resource_name,label.status,label.text_label.background_color,label.text_label.description",None,None,label,None
0,None,A Smart Campaign keyword theme constant.,"keyword_theme_constant.country_code,keyword_theme_constant.display_name,keyword_theme_constant.language_code,keyword_theme_constant.resource_name",None,None,keyword_theme_constant,None
0,"customer,keyword_plan",A Keyword Plan campaign. Max number of keyword plan campaigns per plan allowed: 1.,"keyword_plan_campaign.cpc_bid_micros,keyword_plan_campaign.geo_targets,keyword_plan_campaign.geo_targets.geo_target_constant,keyword_plan_campaign.id,keyword_plan_campaign.keyword_plan,keyword_plan_campaign.keyword_plan_network,keyword_plan_campaign.language_constants,keyword_plan_campaign.name,keyword_plan_campaign.resource_name",None,None,keyword_plan_campaign,None
0,"customer,keyword_plan,keyword_plan_ad_group,keyword_plan_campaign",A Keyword Plan ad group keyword. Max number of keyword plan keywords per plan: 10000.,"keyword_plan_ad_group_keyword.cpc_bid_micros,keyword_plan_ad_group_keyword.id,keyword_plan_ad_group_keyword.keyword_plan_ad_group,keyword_plan_ad_group_keyword.match_type,keyword_plan_ad_group_keyword.negative,keyword_plan_ad_group_keyword.resource_name,keyword_plan_ad_group_keyword.text",None,None,keyword_plan_ad_group_keyword,None
0,"customer,keyword_plan,keyword_plan_campaign",A Keyword Plan Campaign keyword. Only negative keywords are supported for Campaign Keyword.,"keyword_plan_campaign_keyword.id,keyword_plan_campaign_keyword.keyword_plan_campaign,keyword_plan_campaign_keyword.match_type,keyword_plan_campaign_keyword.negative,keyword_plan_campaign_keyword.resource_name,keyword_plan_campaign_keyword.text",None,None,keyword_plan_campaign_keyword,None
0,customer,A Keyword Planner plan. Max number of saved keyword plans: 10000. It's possible to remove plans if limit is reached.,"keyword_plan.forecast_period,keyword_plan.id,keyword_plan.name,keyword_plan.resource_name",None,None,keyword_plan,None
0,None,A language.,"language_constant.code,language_constant.id,language_constant.name,language_constant.resource_name,language_constant.targetable",None,None,language_constant,None
0,"customer,keyword_plan,keyword_plan_campaign",A Keyword Planner ad group. Max number of keyword plan ad groups per plan: 200.,"keyword_plan_ad_group.cpc_bid_micros,keyword_plan_ad_group.id,keyword_plan_ad_group.keyword_plan_campaign,keyword_plan_ad_group.name,keyword_plan_ad_group.resource_name",None,None,keyword_plan_ad_group,None
0,None,A life event: a particular interest-based vertical to be targeted to reach users when they are in the midst of important life milestones.,"life_event.availabilities,life_event.id,life_event.launched_to_all,life_event.name,life_event.parent,life_event.resource_name",None,None,life_event,None
0,None,A geo target constant.,"geo_target_constant.canonical_name,geo_target_constant.country_code,geo_target_constant.id,geo_target_constant.name,geo_target_constant.parent_geo_target,geo_target_constant.resource_name,geo_target_constant.status,geo_target_constant.target_type",None,None,geo_target_constant,None
0,"customer,feed",A feed mapping.,"feed_mapping.attribute_field_mappings,feed_mapping.criterion_type,feed_mapping.feed,feed_mapping.placeholder_type,feed_mapping.resource_name,feed_mapping.status",None,None,feed_mapping,None
0,"ad_group,campaign,customer,feed,feed_item",A feed item target.,"feed_item_target.ad_group,feed_item_target.ad_schedule,feed_item_target.ad_schedule.day_of_week,feed_item_target.campaign,feed_item_target.device,feed_item_target.feed_item,feed_item_target.feed_item_target_id,feed_item_target.feed_item_target_type,feed_item_target.geo_target_constant,feed_item_target.keyword.match_type,feed_item_target.keyword.text,feed_item_target.resource_name,feed_item_target.status",None,None,feed_item_target,None
0,customer,A feed.,"feed.affiliate_location_feed_data.chain_ids,feed.affiliate_location_feed_data.relationship_type,feed.attributes,feed.id,feed.name,feed.origin,feed.places_location_feed_data.business_name_filter,feed.places_location_feed_data.category_filters,feed.places_location_feed_data.email_address,feed.places_location_feed_data.label_filters,feed.resource_name,feed.status",None,None,feed,None
0,customer,"A Google ads experiment for users to experiment changes on multiple campaigns, compare the performance, and apply the effective changes.","experiment.description,experiment.end_date,experiment.experiment_id,experiment.goals,experiment.long_running_operation,experiment.name,experiment.promote_status,experiment.resource_name,experiment.start_date,experiment.status,experiment.suffix,experiment.type",None,None,experiment,None
0,"customer,feed","Represents a set of feed items. The set can be used and shared among certain feed item features. For instance, the set can be referenced within the matching functions of CustomerFeed, CampaignFeed, and AdGroupFeed.","feed_item_set.display_name,feed_item_set.dynamic_affiliate_location_set_filter.chain_ids,feed_item_set.dynamic_location_set_filter.business_name_filter.business_name,feed_item_set.dynamic_location_set_filter.business_name_filter.filter_type,feed_item_set.dynamic_location_set_filter.labels,feed_item_set.feed,feed_item_set.feed_item_set_id,feed_item_set.resource_name,feed_item_set.status",None,None,feed_item_set,None
0,"customer,experiment","A Google ads experiment for users to experiment changes on multiple campaigns, compare the performance, and apply the effective changes.","experiment_arm.campaigns,experiment_arm.control,experiment_arm.experiment,experiment_arm.in_design_campaigns,experiment_arm.name,experiment_arm.resource_name",None,None,experiment_arm,None
0,customer,"A customizer attribute. Use CustomerCustomizer, CampaignCustomizer, AdGroupCustomizer, or AdGroupCriterionCustomizer to associate a customizer attribute and set its value at the customer, campaign, ad group, or ad group criterion level, respectively.","customizer_attribute.id,customizer_attribute.name,customizer_attribute.resource_name,customizer_attribute.status,customizer_attribute.type",None,None,customizer_attribute,None
0,"customer,feed,feed_item,feed_item_set",Represents a link between a FeedItem and a FeedItemSet.,"feed_item_set_link.feed_item,feed_item_set_link.feed_item_set,feed_item_set_link.resource_name",None,None,feed_item_set_link,None
0,"campaign,customer","A category generated automatically by crawling a domain. If a campaign uses the DynamicSearchAdsSetting, then domain categories will be generated for the domain. The categories can be targeted using WebpageConditionInfo. See: https://support.google.com/google-ads/answer/2471185","domain_category.campaign,domain_category.category,domain_category.category_rank,domain_category.coverage_fraction,domain_category.domain,domain_category.has_children,domain_category.language_code,domain_category.recommended_cpc_bid_micros,domain_category.resource_name",None,None,domain_category,None
0,"customer,mobile_app_category_constant,shared_set",A negative criterion for exclusions at the customer level.,"customer_negative_criterion.content_label.type,customer_negative_criterion.id,customer_negative_criterion.mobile_app_category.mobile_app_category_constant,customer_negative_criterion.mobile_application.app_id,customer_negative_criterion.mobile_application.name,customer_negative_criterion.negative_keyword_list.shared_set,customer_negative_criterion.placement.url,customer_negative_criterion.resource_name,customer_negative_criterion.type,customer_negative_criterion.youtube_channel.channel_id,customer_negative_criterion.youtube_video.video_id",None,None,customer_negative_criterion,None
0,customer,A detailed demographic: a particular interest-based vertical to be targeted to reach users based on long-term life facts.,"detailed_demographic.availabilities,detailed_demographic.id,detailed_demographic.launched_to_all,detailed_demographic.name,detailed_demographic.parent,detailed_demographic.resource_name",None,None,detailed_demographic,None
0,customer,Represents the permission of a single user onto a single customer.,"customer_user_access.access_creation_date_time,customer_user_access.access_role,customer_user_access.email_address,customer_user_access.inviter_user_email_address,customer_user_access.resource_name,customer_user_access.user_id",None,None,customer_user_access,None
0,customer,Account level customer lifecycle goal settings.,"customer_lifecycle_goal.customer_acquisition_goal_value_settings.high_lifetime_value,customer_lifecycle_goal.customer_acquisition_goal_value_settings.value,customer_lifecycle_goal.lifecycle_goal_customer_definition_settings.existing_user_lists,customer_lifecycle_goal.lifecycle_goal_customer_definition_settings.high_lifetime_value_user_lists,customer_lifecycle_goal.resource_name",None,None,customer_lifecycle_goal,None
0,customer,Represents a relationship between a customer and a label. This customer may not have access to all the labels attached to it. Additional CustomerLabels may be returned by increasing permissions with login-customer-id.,"customer_label.customer,customer_label.label,customer_label.resource_name",None,None,customer_label,None
0,customer,Represent an invitation to a new user on this customer account.,"customer_user_access_invitation.access_role,customer_user_access_invitation.creation_date_time,customer_user_access_invitation.email_address,customer_user_access_invitation.invitation_id,customer_user_access_invitation.invitation_status,customer_user_access_invitation.resource_name",None,None,customer_user_access_invitation,None
0,customer,Represents customer-manager link relationship.,"customer_manager_link.manager_customer,customer_manager_link.manager_link_id,customer_manager_link.resource_name,customer_manager_link.status",None,None,customer_manager_link,None
0,customer,A customer extension setting.,"customer_extension_setting.device,customer_extension_setting.extension_feed_items,customer_extension_setting.extension_type,customer_extension_setting.resource_name",None,None,customer_extension_setting,None
0,"customer,customizer_attribute",A customizer value for the associated CustomizerAttribute at the Customer level.,"customer_customizer.customizer_attribute,customer_customizer.resource_name,customer_customizer.status,customer_customizer.value.string_value,customer_customizer.value.type",None,None,customer_customizer,None
0,customer,Biddability control for conversion actions with a matching category and origin.,"customer_conversion_goal.biddable,customer_conversion_goal.category,customer_conversion_goal.origin,customer_conversion_goal.resource_name",None,None,customer_conversion_goal,None
0,"customer,feed",A customer feed.,"customer_feed.feed,customer_feed.matching_function.function_string,customer_feed.matching_function.left_operands,customer_feed.matching_function.operator,customer_feed.matching_function.right_operands,customer_feed.placeholder_types,customer_feed.resource_name,customer_feed.status",None,None,customer_feed,None
0,"asset_set,customer",CustomerAssetSet is the linkage between a customer and an asset set. Adding a CustomerAssetSet links an asset set with a customer.,"customer_asset_set.asset_set,customer_asset_set.customer,customer_asset_set.resource_name,customer_asset_set.status",None,None,customer_asset_set,None
0,customer,A custom interest. This is a list of users by interest.,"custom_interest.description,custom_interest.id,custom_interest.members,custom_interest.name,custom_interest.resource_name,custom_interest.status,custom_interest.type",None,None,custom_interest,None
0,customer,Represents customer client link relationship.,"customer_client_link.client_customer,customer_client_link.hidden,customer_client_link.manager_link_id,customer_client_link.resource_name,customer_client_link.status",None,None,customer_client_link,None
0,customer,A conversion value rule,"conversion_value_rule.action.operation,conversion_value_rule.action.value,conversion_value_rule.audience_condition.user_interests,conversion_value_rule.audience_condition.user_lists,conversion_value_rule.device_condition.device_types,conversion_value_rule.geo_location_condition.excluded_geo_match_type,conversion_value_rule.geo_location_condition.excluded_geo_target_constants,conversion_value_rule.geo_location_condition.geo_match_type,conversion_value_rule.geo_location_condition.geo_target_constants,conversion_value_rule.id,conversion_value_rule.owner_customer,conversion_value_rule.resource_name,conversion_value_rule.status",None,None,conversion_value_rule,None
0,None,A currency constant.,"currency_constant.billable_unit_micros,currency_constant.code,currency_constant.name,currency_constant.resource_name,currency_constant.symbol",None,None,currency_constant,None
0,customer,A custom audience. This is a list of users by interest.,"custom_audience.description,custom_audience.id,custom_audience.members,custom_audience.name,custom_audience.resource_name,custom_audience.status,custom_audience.type",None,None,custom_audience,None
0,customer,Custom conversion goal that can make arbitrary conversion actions biddable.,"custom_conversion_goal.conversion_actions,custom_conversion_goal.id,custom_conversion_goal.name,custom_conversion_goal.resource_name,custom_conversion_goal.status",None,None,custom_conversion_goal,None
0,customer,"A link between the given customer and a client customer. CustomerClients only exist for manager customers. All direct and indirect client customers are included, as well as the manager itself.","customer_client.applied_labels,customer_client.client_customer,customer_client.currency_code,customer_client.descriptive_name,customer_client.hidden,customer_client.id,customer_client.level,customer_client.manager,customer_client.resource_name,customer_client.status,customer_client.test_account,customer_client.time_zone",None,None,customer_client,None
0,customer,A conversion value rule set,"conversion_value_rule_set.attachment_type,conversion_value_rule_set.campaign,conversion_value_rule_set.conversion_action_categories,conversion_value_rule_set.conversion_value_rules,conversion_value_rule_set.dimensions,conversion_value_rule_set.id,conversion_value_rule_set.owner_customer,conversion_value_rule_set.resource_name,conversion_value_rule_set.status",None,None,conversion_value_rule_set,None
0,customer,"A conversion custom variable See ""About custom variables for conversions"" at https://support.google.com/google-ads/answer/9964350","conversion_custom_variable.id,conversion_custom_variable.name,conversion_custom_variable.owner_customer,conversion_custom_variable.resource_name,conversion_custom_variable.status,conversion_custom_variable.tag",None,None,conversion_custom_variable,None
0,"ad_group,asset,campaign,combined_audience,customer,feed,feed_item,shared_set",Describes the status of returned resource. ChangeStatus could have up to 3 minutes delay to reflect a new change.,"change_status.ad_group,change_status.ad_group_ad,change_status.ad_group_asset,change_status.ad_group_bid_modifier,change_status.ad_group_criterion,change_status.ad_group_feed,change_status.asset,change_status.campaign,change_status.campaign_asset,change_status.campaign_criterion,change_status.campaign_feed,change_status.campaign_shared_set,change_status.combined_audience,change_status.customer_asset,change_status.feed,change_status.feed_item,change_status.last_change_date_time,change_status.resource_name,change_status.resource_status,change_status.resource_type,change_status.shared_set",None,None,change_status,None
0,None,A carrier criterion that can be used in campaign targeting.,"carrier_constant.country_code,carrier_constant.id,carrier_constant.name,carrier_constant.resource_name",None,None,carrier_constant,None
0,"campaign,customer,shared_set",CampaignSharedSets are used for managing the shared sets associated with a campaign.,"campaign_shared_set.campaign,campaign_shared_set.resource_name,campaign_shared_set.shared_set,campaign_shared_set.status",None,None,campaign_shared_set,None
0,customer,Describe a resource for combined audiences which includes different audiences.,"combined_audience.description,combined_audience.id,combined_audience.name,combined_audience.resource_name,combined_audience.status",None,None,combined_audience,None
0,"ad_group,asset,campaign,customer,feed,feed_item",Describes the granular change of returned resources of certain resource types. Changes made through the UI or API in the past 30 days are included. Previous and new values of the changed fields are shown. ChangeEvent could have up to 3 minutes delay to reflect a new change.,"change_event.ad_group,change_event.asset,change_event.campaign,change_event.change_date_time,change_event.change_resource_name,change_event.change_resource_type,change_event.changed_fields,change_event.client_type,change_event.feed,change_event.feed_item,change_event.new_resource,change_event.old_resource,change_event.resource_change_operation,change_event.resource_name,change_event.user_email",None,None,change_event,None
0,"campaign,custom_conversion_goal,customer",Conversion goal settings for a Campaign.,"conversion_goal_campaign_config.campaign,conversion_goal_campaign_config.custom_conversion_goal,conversion_goal_campaign_config.goal_config_level,conversion_goal_campaign_config.resource_name",None,None,conversion_goal_campaign_config,None
0,"campaign,customer","A campaign simulation. Supported combinations of advertising channel type, simulation type and simulation modification method is detailed below respectively. * SEARCH - CPC_BID - UNIFORM * SEARCH - CPC_BID - SCALING * SEARCH - TARGET_CPA - UNIFORM * SEARCH - TARGET_CPA - SCALING * SEARCH - TARGET_ROAS - UNIFORM * SEARCH - TARGET_IMPRESSION_SHARE - UNIFORM * SEARCH - BUDGET - UNIFORM * SHOPPING - BUDGET - UNIFORM * SHOPPING - TARGET_ROAS - UNIFORM * MULTI_CHANNEL - TARGET_CPA - UNIFORM * DISCOVERY - TARGET_CPA - DEFAULT * DISPLAY - TARGET_CPA - UNIFORM * PERFORMANCE_MAX - TARGET_CPA - UNIFORM * PERFORMANCE_MAX - TARGET_ROAS - UNIFORM * PERFORMANCE_MAX - BUDGET - UNIFORM","campaign_simulation.budget_point_list.points,campaign_simulation.campaign_id,campaign_simulation.cpc_bid_point_list.points,campaign_simulation.end_date,campaign_simulation.modification_method,campaign_simulation.resource_name,campaign_simulation.start_date,campaign_simulation.target_cpa_point_list.points,campaign_simulation.target_impression_share_point_list.points,campaign_simulation.target_roas_point_list.points,campaign_simulation.type",None,None,campaign_simulation,None
0,"campaign,customer,label",Represents a relationship between a campaign and a label.,"campaign_label.campaign,campaign_label.label,campaign_label.resource_name",None,None,campaign_label,None
0,customer,Campaign level customer lifecycle goal settings.,"campaign_lifecycle_goal.campaign,campaign_lifecycle_goal.customer_acquisition_goal_settings.optimization_mode,campaign_lifecycle_goal.customer_acquisition_goal_settings.value_settings.high_lifetime_value,campaign_lifecycle_goal.customer_acquisition_goal_settings.value_settings.value,campaign_lifecycle_goal.resource_name",None,None,campaign_lifecycle_goal,None
0,"campaign,customer,feed",A campaign feed.,"campaign_feed.campaign,campaign_feed.feed,campaign_feed.matching_function.function_string,campaign_feed.matching_function.left_operands,campaign_feed.matching_function.operator,campaign_feed.matching_function.right_operands,campaign_feed.placeholder_types,campaign_feed.resource_name,campaign_feed.status",None,None,campaign_feed,None
0,"campaign,customer",A campaign extension setting.,"campaign_extension_setting.campaign,campaign_extension_setting.device,campaign_extension_setting.extension_feed_items,campaign_extension_setting.extension_type,campaign_extension_setting.resource_name",None,None,campaign_extension_setting,None
0,"campaign,customer,customizer_attribute",A customizer value for the associated CustomizerAttribute at the Campaign level.,"campaign_customizer.campaign,campaign_customizer.customizer_attribute,campaign_customizer.resource_name,campaign_customizer.status,campaign_customizer.value.string_value,campaign_customizer.value.type",None,None,campaign_customizer,None
0,"campaign,customer",A campaign draft.,"campaign_draft.base_campaign,campaign_draft.draft_campaign,campaign_draft.draft_id,campaign_draft.has_experiment_running,campaign_draft.long_running_operation,campaign_draft.name,campaign_draft.resource_name,campaign_draft.status",None,None,campaign_draft,None
0,"ad_group,campaign,customer",A call view that includes data for call tracking of call-only ads or call extensions.,"call_view.call_duration_seconds,call_view.call_status,call_view.call_tracking_display_location,call_view.caller_area_code,call_view.caller_country_code,call_view.end_call_date_time,call_view.resource_name,call_view.start_call_date_time,call_view.type",None,None,call_view,None
0,"campaign,customer",The biddability setting for the specified campaign only for all conversion actions with a matching category and origin.,"campaign_conversion_goal.biddable,campaign_conversion_goal.campaign,campaign_conversion_goal.category,campaign_conversion_goal.origin,campaign_conversion_goal.resource_name",None,None,campaign_conversion_goal,None
0,"campaign,carrier_constant,customer,feed,language_constant,mobile_app_category_constant,mobile_device_constant,operating_system_version_constant,shared_set,topic_constant,user_interest,user_list",A campaign criterion.,"campaign_criterion.ad_schedule.day_of_week,campaign_criterion.ad_schedule.end_hour,campaign_criterion.ad_schedule.end_minute,campaign_criterion.ad_schedule.start_hour,campaign_criterion.ad_schedule.start_minute,campaign_criterion.age_range.type,campaign_criterion.bid_modifier,campaign_criterion.brand_list.shared_set,campaign_criterion.campaign,campaign_criterion.carrier.carrier_constant,campaign_criterion.combined_audience.combined_audience,campaign_criterion.content_label.type,campaign_criterion.criterion_id,campaign_criterion.custom_affinity.custom_affinity,campaign_criterion.custom_audience.custom_audience,campaign_criterion.device.type,campaign_criterion.display_name,campaign_criterion.gender.type,campaign_criterion.income_range.type,campaign_criterion.ip_block.ip_address,campaign_criterion.keyword.match_type,campaign_criterion.keyword.text,campaign_criterion.keyword_theme.free_form_keyword_theme,campaign_criterion.keyword_theme.keyword_theme_constant,campaign_criterion.language.language_constant,campaign_criterion.listing_scope.dimensions,campaign_criterion.listing_scope.dimensions.activity_country.value,campaign_criterion.listing_scope.dimensions.hotel_city.city_criterion,campaign_criterion.listing_scope.dimensions.hotel_country_region.country_region_criterion,campaign_criterion.listing_scope.dimensions.hotel_state.state_criterion,campaign_criterion.local_service_id.service_id,campaign_criterion.location.geo_target_constant,campaign_criterion.location_group,campaign_criterion.location_group.enable_customer_level_location_asset_set,campaign_criterion.location_group.feed,campaign_criterion.location_group.geo_target_constants,campaign_criterion.mobile_app_category.mobile_app_category_constant,campaign_criterion.mobile_application.app_id,campaign_criterion.mobile_application.name,campaign_criterion.mobile_device.mobile_device_constant,campaign_criterion.negative,campaign_criterion.operating_system_version.operating_system_version_constant,campaign_criterion.parental_status.type,campaign_criterion.placement.url,campaign_criterion.proximity.address.city_name,campaign_criterion.proximity.address.country_code,campaign_criterion.proximity.address.postal_code,campaign_criterion.proximity.address.province_code,campaign_criterion.proximity.address.province_name,campaign_criterion.proximity.address.street_address,campaign_criterion.proximity.geo_point.latitude_in_micro_degrees,campaign_criterion.proximity.geo_point.longitude_in_micro_degrees,campaign_criterion.proximity.radius,campaign_criterion.proximity.radius_units,campaign_criterion.resource_name,campaign_criterion.status,campaign_criterion.topic.path,campaign_criterion.topic.topic_constant,campaign_criterion.type,campaign_criterion.user_interest.user_interest_category,campaign_criterion.user_list.user_list,campaign_criterion.webpage.conditions,campaign_criterion.webpage.coverage_percentage,campaign_criterion.webpage.criterion_name,campaign_criterion.webpage.sample.sample_urls,campaign_criterion.youtube_channel.channel_id,campaign_criterion.youtube_video.video_id",None,None,campaign_criterion,None
0,"asset_set,campaign,customer",CampaignAssetSet is the linkage between a campaign and an asset set. Adding a CampaignAssetSet links an asset set with a campaign.,"campaign_asset_set.asset_set,campaign_asset_set.campaign,campaign_asset_set.resource_name,campaign_asset_set.status",None,None,campaign_asset_set,None
0,"bidding_strategy,customer",A bidding strategy simulation. Supported combinations of simulation type and simulation modification method are detailed below respectively. 1. TARGET_CPA - UNIFORM 2. TARGET_ROAS - UNIFORM,"bidding_strategy_simulation.bidding_strategy_id,bidding_strategy_simulation.end_date,bidding_strategy_simulation.modification_method,bidding_strategy_simulation.resource_name,bidding_strategy_simulation.start_date,bidding_strategy_simulation.target_cpa_point_list.points,bidding_strategy_simulation.target_roas_point_list.points,bidding_strategy_simulation.type",None,None,bidding_strategy_simulation,None
