field_filterable,field_repeated,field_selectable,field_sortable,field_selectable_with,field_field_description,field_category,field_data_type,field_name,field_type_url
True,False,False,False,[B@17be251,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.local_ad.logo_images.asset,N/A
False,True,True,False,[B@167eecfc,List of marketing image assets that may be displayed with the ad. The images must be 314x600 pixels or 320x320 pixels. At least 1 and at most 20 image assets must be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.local_ad.marketing_images,google.ads.googleads.v15.common.AdImageAsset
True,False,True,True,[B@570f5894,Output only. Criterion Id for the country.,ATTRIBUTE,INT64,geographic_view.country_criterion_id,N/A
True,False,False,False,[B@1c64dbde,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.local_ad.marketing_images.asset,N/A
True,False,True,True,[B@42d3cb69,Output only. Type of the geo targeting of the campaign.,ATTRIBUTE,"AREA_OF_INTEREST,LOCATION_OF_PRESENCE,UNKNOWN,UNSPECIFIED",geographic_view.location_type,google.ads.googleads.v15.enums.GeoTargetingTypeEnum.GeoTargetingType
True,False,True,False,[B@23abd6c3,Output only. The resource name of the geographic view. Geographic view resource names have the form: customers/{customer_id}/geographicViews/{country_criterion_id}~{location_type},ATTRIBUTE,RESOURCE_NAME,geographic_view.resource_name,N/A
True,False,True,True,[B@e4de1da,First part of optional text that can be appended to the URL in the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.local_ad.path1,N/A
True,False,True,True,[B@344d71e6,Second part of optional text that can be appended to the URL in the ad. This field can only be set when path1 is also set.,ATTRIBUTE,STRING,ad_group_ad.ad.local_ad.path2,N/A
False,True,True,False,[B@68196c85,List of YouTube video assets that may be displayed with the ad. At least 1 and at most 20 video assets must be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.local_ad.videos,google.ads.googleads.v15.common.AdVideoAsset
True,False,False,False,[B@1579b28b,The Asset resource name of this video.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.local_ad.videos.asset,N/A
True,False,True,True,[B@745bc2cf,"Immutable. The name of the ad. This is only used to be able to identify the ad. It does not need to be unique and does not affect the served ad. The name field is currently only supported for DisplayUploadAd, ImageAd, ShoppingComparisonListingAd and VideoAd.",ATTRIBUTE,STRING,ad_group_ad.ad.name,N/A
False,True,True,False,[B@2b464fe3,The feed item's attribute values.,ATTRIBUTE,MESSAGE,feed_item.attribute_values,google.ads.googleads.v15.resources.FeedItemAttributeValue
True,False,True,False,[B@898634a,Immutable. The resource name of the ad. Ad resource names have the form: customers/{customer_id}/ads/{ad_id},ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.resource_name,N/A
True,False,True,True,[B@50ad6538,"End time in which this feed item is no longer effective and will stop serving. The time is in the customer's time zone. The format is ""YYYY-MM-DD HH:MM:SS"". Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""",ATTRIBUTE,DATE,feed_item.end_date_time,N/A
True,False,True,False,[B@7a4a8858,Immutable. The feed to which this feed item belongs.,ATTRIBUTE,RESOURCE_NAME,feed_item.feed,N/A
True,False,True,True,[B@63eae9a5,Geo targeting restriction specifies the type of location that can be used for targeting.,ATTRIBUTE,"LOCATION_OF_PRESENCE,UNKNOWN,UNSPECIFIED",feed_item.geo_targeting_restriction,google.ads.googleads.v15.enums.GeoTargetingRestrictionEnum.GeoTargetingRestriction
True,False,True,True,[B@28a344a1,"The accent color of the ad in hexadecimal, for example, #ffffff for white. If one of main_color and accent_color is set, the other is required as well.",ATTRIBUTE,STRING,ad_group_ad.ad.responsive_display_ad.accent_color,N/A
True,False,True,True,[B@139c6028,Output only. The ID of this feed item.,ATTRIBUTE,INT64,feed_item.id,N/A
False,True,True,False,[B@3dba324b,"Output only. List of info about a feed item's validation and approval state for active feed mappings. There will be an entry in the list for each type of feed mapping associated with the feed, for example, a feed with a sitelink and a call feed mapping would cause every feed item associated with that feed to have an entry in this list for both sitelink and call. This field is read-only.",ATTRIBUTE,MESSAGE,feed_item.policy_infos,google.ads.googleads.v15.resources.FeedItemPlaceholderPolicyInfo
True,False,True,False,[B@9a94398,Immutable. The resource name of the feed item. Feed item resource names have the form: customers/{customer_id}/feedItems/{feed_id}~{feed_item_id},ATTRIBUTE,RESOURCE_NAME,feed_item.resource_name,N/A
True,False,True,True,[B@3b1d8840,"Advertiser's consent to allow flexible color. When true, the ad may be served with different color if necessary. When false, the ad will be served with the specified colors or a neutral color. The default value is true. Must be true if main_color and accent_color are not set.",ATTRIBUTE,BOOLEAN,ad_group_ad.ad.responsive_display_ad.allow_flexible_color,N/A
True,False,True,True,[B@4bf0322b,"Start time in which this feed item is effective and can begin serving. The time is in the customer's time zone. The format is ""YYYY-MM-DD HH:MM:SS"". Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""",ATTRIBUTE,DATE,feed_item.start_date_time,N/A
True,False,True,True,[B@27b47974,Output only. Status of the feed item. This field is read-only.,ATTRIBUTE,"ENABLED,REMOVED,UNKNOWN,UNSPECIFIED",feed_item.status,google.ads.googleads.v15.enums.FeedItemStatusEnum.FeedItemStatus
False,True,True,False,[B@64424b99,"The list of mappings used to substitute custom parameter tags in a tracking_url_template, final_urls, or mobile_final_urls.",ATTRIBUTE,MESSAGE,feed_item.url_custom_parameters,google.ads.googleads.v15.common.CustomParameter
True,False,True,True,[B@33ca90d9,The advertiser/brand name. Maximum display width is 25.,ATTRIBUTE,STRING,ad_group_ad.ad.responsive_display_ad.business_name,N/A
True,False,True,True,[B@79618de1,The call-to-action text for the ad. Maximum display width is 30.,ATTRIBUTE,STRING,ad_group_ad.ad.responsive_display_ad.call_to_action_text,N/A
True,False,True,False,[B@7d9a2460,Output only. The resource name of the gender view. Gender view resource names have the form: customers/{customer_id}/genderViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,gender_view.resource_name,N/A
True,False,True,True,[B@bf2a6c9,Whether the advertiser has opted into the asset enhancements feature.,ATTRIBUTE,BOOLEAN,ad_group_ad.ad.responsive_display_ad.control_spec.enable_asset_enhancements,N/A
True,False,True,True,[B@6c59a336,Whether the advertiser has opted into auto-gen video feature.,ATTRIBUTE,BOOLEAN,ad_group_ad.ad.responsive_display_ad.control_spec.enable_autogen_video,N/A
False,True,True,False,[B@192225d9,Descriptive texts for the ad. The maximum length is 90 characters. At least 1 and max 5 headlines can be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.descriptions,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@35b7bbb9,Specifies which format the ad will be served in. Default is ALL_FORMATS.,ATTRIBUTE,"ALL_FORMATS,NATIVE,NON_NATIVE,UNKNOWN,UNSPECIFIED",ad_group_ad.ad.responsive_display_ad.format_setting,google.ads.googleads.v15.enums.DisplayAdFormatSettingEnum.DisplayAdFormatSetting
False,True,True,False,[B@2b6d9728,Short format headlines for the ad. The maximum length is 30 characters. At least 1 and max 5 headlines can be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.headlines,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@a8cc160,"Logo images to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 512x128 and the aspect ratio must be 4:1 (+-1%). Combined with square_logo_images, the maximum is 5.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.logo_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@2883105,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.responsive_display_ad.logo_images.asset,N/A
False,False,True,False,[B@a6a389e,A required long format headline. The maximum length is 90 characters.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.long_headline,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@4df93a2c,"The main color of the ad in hexadecimal, for example, #ffffff for white. If one of main_color and accent_color is set, the other is required as well.",ATTRIBUTE,STRING,ad_group_ad.ad.responsive_display_ad.main_color,N/A
False,True,True,False,[B@21927532,"Marketing images to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 600x314 and the aspect ratio must be 1.91:1 (+-1%). At least one marketing_image is required. Combined with square_marketing_images, the maximum is 15.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.marketing_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@6251781c,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.responsive_display_ad.marketing_images.asset,N/A
True,False,True,True,[B@39a41200,"Prefix before price. For example, 'as low as'.",ATTRIBUTE,STRING,ad_group_ad.ad.responsive_display_ad.price_prefix,N/A
True,False,True,True,[B@3d086742,Promotion text used for dynamic formats of responsive ads. For example 'Free two-day shipping'.,ATTRIBUTE,STRING,ad_group_ad.ad.responsive_display_ad.promo_text,N/A
False,True,True,False,[B@f01ae34,"Square logo images to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 128x128 and the aspect ratio must be 1:1 (+-1%). Combined with logo_images, the maximum is 5.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.square_logo_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@6679b650,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.responsive_display_ad.square_logo_images.asset,N/A
False,True,True,False,[B@7f549c8d,"Square marketing images to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 300x300 and the aspect ratio must be 1:1 (+-1%). At least one square marketing_image is required. Combined with marketing_images, the maximum is 15.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.square_marketing_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@198d652,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.responsive_display_ad.square_marketing_images.asset,N/A
False,True,True,False,[B@36ab85b,Optional YouTube videos for the ad. A maximum of 5 videos can be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_display_ad.youtube_videos,google.ads.googleads.v15.common.AdVideoAsset
True,False,False,False,[B@280a4550,The Asset resource name of this video.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.responsive_display_ad.youtube_videos.asset,N/A
False,True,True,False,[B@73611428,List of text assets for descriptions. When the ad serves the descriptions will be selected from this list.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_search_ad.descriptions,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@340c7650,Output only. The placeholder type of the feed placeholder view.,ATTRIBUTE,"AD_CUSTOMIZER,AFFILIATE_LOCATION,APP,CALL,CALLOUT,DYNAMIC_CUSTOM,DYNAMIC_EDUCATION,DYNAMIC_FLIGHT,DYNAMIC_HOTEL,DYNAMIC_JOB,DYNAMIC_LOCAL,DYNAMIC_REAL_ESTATE,DYNAMIC_TRAVEL,IMAGE,LOCATION,MESSAGE,PRICE,PROMOTION,SITELINK,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED",feed_placeholder_view.placeholder_type,google.ads.googleads.v15.enums.PlaceholderTypeEnum.PlaceholderType
False,True,True,False,[B@62f2b8ea,List of text assets for headlines. When the ad serves the headlines will be selected from this list.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.responsive_search_ad.headlines,google.ads.googleads.v15.common.AdTextAsset
True,False,True,False,[B@18285121,Output only. The resource name of the feed placeholder view. Feed placeholder view resource names have the form: customers/{customer_id}/feedPlaceholderViews/{placeholder_type},ATTRIBUTE,RESOURCE_NAME,feed_placeholder_view.resource_name,N/A
True,False,True,True,[B@6393d658,First part of text that can be appended to the URL in the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.responsive_search_ad.path1,N/A
True,False,True,True,[B@347a828c,Second part of text that can be appended to the URL in the ad. This field can only be set when path1 is also set.,ATTRIBUTE,STRING,ad_group_ad.ad.responsive_search_ad.path2,N/A
True,False,True,False,[B@43b84901,Output only. The resource name of the webpage view. Webpage view resource names have the form: customers/{customer_id}/webpageViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,webpage_view.resource_name,N/A
True,False,True,True,[B@19c3b90e,Headline of the ad. This field is required. Allowed length is between 25 and 45 characters.,ATTRIBUTE,STRING,ad_group_ad.ad.shopping_comparison_listing_ad.headline,N/A
False,False,True,False,[B@649f9d78,Details pertaining to a Shopping product ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.shopping_product_ad,google.ads.googleads.v15.common.ShoppingProductAdInfo
False,True,True,False,[B@4910d85,List of non-overlapping schedules specifying all time intervals for which the feed item may serve. There can be a maximum of 6 schedules per day.,ATTRIBUTE,MESSAGE,extension_feed_item.ad_schedules,google.ads.googleads.v15.common.AdScheduleInfo
False,False,True,False,[B@5e0ac57,Details pertaining to a Smart Shopping ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.shopping_smart_ad,google.ads.googleads.v15.common.ShoppingSmartAdInfo
True,False,True,True,[B@16f6e2c,Line 1 of the business address.,ATTRIBUTE,STRING,extension_feed_item.affiliate_location_feed_item.address_line_1,N/A
True,False,True,True,[B@19035724,Line 2 of the business address.,ATTRIBUTE,STRING,extension_feed_item.affiliate_location_feed_item.address_line_2,N/A
True,False,True,True,[B@15f29ca4,Output only. Domain name for websites and YouTube channel name for YouTube channels.,ATTRIBUTE,STRING,group_placement_view.display_name,N/A
False,True,True,False,[B@15701859,"List of text assets, each of which corresponds to a description when the ad serves. This list consists of a minimum of 2 and up to 4 text assets.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.smart_campaign_ad.descriptions,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@6f941ad5,The name of the business.,ATTRIBUTE,STRING,extension_feed_item.affiliate_location_feed_item.business_name,N/A
True,False,True,True,[B@6cadda74,Id of the retail chain that is advertised as a seller of your product.,ATTRIBUTE,INT64,extension_feed_item.affiliate_location_feed_item.chain_id,N/A
False,False,True,True,[B@6dbb6cf9,"Output only. The automatic placement string at group level, e. g. web domain, mobile app ID, or a YouTube channel ID.",ATTRIBUTE,STRING,group_placement_view.placement,N/A
True,False,True,True,[B@781c13c7,"Output only. Type of the placement, for example, Website, YouTube Channel, Mobile Application.",ATTRIBUTE,"GOOGLE_PRODUCTS,MOBILE_APPLICATION,MOBILE_APP_CATEGORY,UNKNOWN,UNSPECIFIED,WEBSITE,YOUTUBE_CHANNEL,YOUTUBE_VIDEO",group_placement_view.placement_type,google.ads.googleads.v15.enums.PlacementTypeEnum.PlacementType
False,False,True,False,[B@3791fca3,Output only. The resource name of the group placement view. Group placement view resource names have the form: customers/{customer_id}/groupPlacementViews/{ad_group_id}~{base64_placement},ATTRIBUTE,RESOURCE_NAME,group_placement_view.resource_name,N/A
False,True,True,False,[B@356dfe5f,"List of text assets, each of which corresponds to a headline when the ad serves. This list consists of a minimum of 3 and up to 15 text assets.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.smart_campaign_ad.headlines,google.ads.googleads.v15.common.AdTextAsset
