field_filterable,field_repeated,field_selectable,field_sortable,field_selectable_with,field_field_description,field_category,field_data_type,field_name,field_type_url
True,False,True,True,"ad_group,ad_group_ad,ad_group_ad_asset_combination_view,ad_group_ad_asset_view,ad_group_asset,ad_group_audience_view,ad_schedule_view,age_range_view,asset_field_type_view,asset_group_product_group_view,asset_group_top_combination_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,campaign_group,conversion_action,customer,customer_asset,detail_placement_view,display_keyword_view,distance_view,dynamic_search_ads_search_term_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,geographic_view,group_placement_view,hotel_group_view,hotel_performance_view,income_range_view,keyword_view,landing_page_view,location_view,managed_placement_view,metrics.absolute_top_impression_percentage,metrics.active_view_cpm,metrics.active_view_ctr,metrics.active_view_impressions,metrics.active_view_measurability,metrics.active_view_measurable_cost_micros,metrics.active_view_measurable_impressions,metrics.active_view_viewability,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_from_click_to_call,metrics.all_conversions_from_directions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_from_interactions_value_per_interaction,metrics.all_conversions_from_menu,metrics.all_conversions_from_order,metrics.all_conversions_from_other_engagement,metrics.all_conversions_from_store_visit,metrics.all_conversions_from_store_website,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_conversions_value_per_cost,metrics.all_new_customer_lifetime_value,metrics.auction_insight_search_absolute_top_impression_percentage,metrics.auction_insight_search_impression_share,metrics.auction_insight_search_outranking_share,metrics.auction_insight_search_overlap_rate,metrics.auction_insight_search_position_above_rate,metrics.auction_insight_search_top_impression_percentage,metrics.average_cart_size,metrics.average_cost,metrics.average_cpc,metrics.average_cpe,metrics.average_cpm,metrics.average_cpv,metrics.average_order_value_micros,metrics.average_page_views,metrics.average_time_on_site,metrics.benchmark_average_max_cpc,metrics.benchmark_ctr,metrics.biddable_app_install_conversions,metrics.biddable_app_post_install_conversions,metrics.bounce_rate,metrics.clicks,metrics.combined_clicks,metrics.combined_clicks_per_query,metrics.combined_queries,metrics.content_budget_lost_impression_share,metrics.content_impression_share,metrics.content_rank_lost_impression_share,metrics.conversion_last_conversion_date,metrics.conversion_last_received_request_date_time,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_from_interactions_rate,metrics.conversions_from_interactions_value_per_interaction,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.conversions_value_per_cost,metrics.cost_micros,metrics.cost_of_goods_sold_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cost_per_current_model_attributed_conversion,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.ctr,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_from_interactions_rate,metrics.current_model_attributed_conversions_from_interactions_value_per_interaction,metrics.current_model_attributed_conversions_value,metrics.current_model_attributed_conversions_value_per_cost,metrics.engagement_rate,metrics.engagements,metrics.gmail_forwards,metrics.gmail_saves,metrics.gmail_secondary_clicks,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.historical_creative_quality_score,metrics.historical_landing_page_quality_score,metrics.historical_quality_score,metrics.historical_search_predicted_ctr,metrics.hotel_average_lead_value_micros,metrics.hotel_eligible_impressions,metrics.hotel_price_difference_percentage,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.invalid_click_rate,metrics.invalid_clicks,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.message_chat_rate,metrics.message_chats,metrics.message_impressions,metrics.mobile_friendly_clicks_percentage,metrics.new_customer_lifetime_value,metrics.orders,metrics.organic_clicks,metrics.organic_clicks_per_query,metrics.organic_impressions,metrics.organic_impressions_per_query,metrics.organic_queries,metrics.percent_new_visitors,metrics.phone_calls,metrics.phone_impressions,metrics.phone_through_rate,metrics.publisher_organic_clicks,metrics.publisher_purchased_clicks,metrics.publisher_unknown_clicks,metrics.relative_ctr,metrics.revenue_micros,metrics.search_absolute_top_impression_share,metrics.search_budget_lost_absolute_top_impression_share,metrics.search_budget_lost_impression_share,metrics.search_budget_lost_top_impression_share,metrics.search_click_share,metrics.search_exact_match_impression_share,metrics.search_impression_share,metrics.search_rank_lost_absolute_top_impression_share,metrics.search_rank_lost_impression_share,metrics.search_rank_lost_top_impression_share,metrics.search_top_impression_share,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,metrics.speed_score,metrics.top_impression_percentage,metrics.units_sold,metrics.valid_accelerated_mobile_pages_clicks_percentage,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,metrics.video_quartile_p100_rate,metrics.video_quartile_p25_rate,metrics.video_quartile_p50_rate,metrics.video_quartile_p75_rate,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,paid_organic_search_term_view,parental_status_view,per_store_view,product_group_view,search_term_view,segments.activity_account_id,segments.activity_rating,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.auction_insight_domain,segments.click_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.conversion_value_rule_primary_dimension,segments.date,segments.day_of_week,segments.device,segments.external_activity_id,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_country,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.hotel_booking_window_days,segments.hotel_center_id,segments.hotel_check_in_date,segments.hotel_check_in_day_of_week,segments.hotel_city,segments.hotel_class,segments.hotel_country,segments.hotel_date_selection_type,segments.hotel_length_of_stay,segments.hotel_price_bucket,segments.hotel_rate_rule_id,segments.hotel_rate_type,segments.hotel_state,segments.hour,segments.interaction_on_this_extension,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.new_versus_returning_customers,segments.partner_hotel_id,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.search_engine_results_page_type,segments.search_term_match_type,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.slot,segments.webpage,segments.week,segments.year,shopping_performance_view,smart_campaign_search_term_view,topic_view,travel_activity_group_view,travel_activity_performance_view,user_location_view,video,webpage_view","Quarter as represented by the date of the first day of a quarter. Uses the calendar year for quarters, for example, the second quarter of 2018 starts on 2018-04-01. Formatted as yyyy-MM-dd.",SEGMENT,DATE,segments.quarter,N/A
True,False,True,True,"campaign,customer,metrics.optimization_score_uplift,metrics.optimization_score_url",Recommendation type.,SEGMENT,"CALLOUT_ASSET,CALL_ASSET,CAMPAIGN_BUDGET,DISPLAY_EXPANSION_OPT_IN,DYNAMIC_IMAGE_EXTENSION_OPT_IN,ENHANCED_CPC_OPT_IN,FORECASTING_CAMPAIGN_BUDGET,FORECASTING_SET_TARGET_CPA,FORECASTING_SET_TARGET_ROAS,IMPROVE_PERFORMANCE_MAX_AD_STRENGTH,KEYWORD,KEYWORD_MATCH_TYPE,LOWER_TARGET_ROAS,MARGINAL_ROI_CAMPAIGN_BUDGET,MAXIMIZE_CLICKS_OPT_IN,MAXIMIZE_CONVERSIONS_OPT_IN,MIGRATE_DYNAMIC_SEARCH_ADS_CAMPAIGN_TO_PERFORMANCE_MAX,MOVE_UNUSED_BUDGET,OPTIMIZE_AD_ROTATION,PERFORMANCE_MAX_OPT_IN,RAISE_TARGET_CPA,RAISE_TARGET_CPA_BID_TOO_LOW,RESPONSIVE_SEARCH_AD,RESPONSIVE_SEARCH_AD_ASSET,RESPONSIVE_SEARCH_AD_IMPROVE_AD_STRENGTH,SEARCH_PARTNERS_OPT_IN,SET_TARGET_CPA,SET_TARGET_ROAS,SHOPPING_ADD_AGE_GROUP,SHOPPING_ADD_COLOR,SHOPPING_ADD_GENDER,SHOPPING_ADD_GTIN,SHOPPING_ADD_MORE_IDENTIFIERS,SHOPPING_ADD_PRODUCTS_TO_CAMPAIGN,SHOPPING_ADD_SIZE,SHOPPING_FIX_DISAPPROVED_PRODUCTS,SHOPPING_FIX_MERCHANT_CENTER_ACCOUNT_SUSPENSION_WARNING,SHOPPING_FIX_SUSPENDED_MERCHANT_CENTER_ACCOUNT,SHOPPING_MIGRATE_REGULAR_SHOPPING_CAMPAIGN_OFFERS_TO_PERFORMANCE_MAX,SHOPPING_TARGET_ALL_OFFERS,SITELINK_ASSET,TARGET_CPA_OPT_IN,TARGET_ROAS_OPT_IN,TEXT_AD,UNKNOWN,UNSPECIFIED,UPGRADE_LOCAL_CAMPAIGN_TO_PERFORMANCE_MAX,UPGRADE_SMART_SHOPPING_CAMPAIGN_TO_PERFORMANCE_MAX,USE_BROAD_MATCH_KEYWORD",segments.recommendation_type,google.ads.googleads.v15.enums.RecommendationTypeEnum.RecommendationType
True,False,True,True,"ad_group,campaign,customer,metrics.average_cpc,metrics.clicks,metrics.combined_clicks,metrics.combined_clicks_per_query,metrics.combined_queries,metrics.ctr,metrics.impressions,metrics.organic_clicks,metrics.organic_clicks_per_query,metrics.organic_impressions,metrics.organic_impressions_per_query,metrics.organic_queries,paid_organic_search_term_view,segments.date,segments.day_of_week,segments.device,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year",Type of the search engine results page.,SEGMENT,"ADS_AND_ORGANIC,ADS_ONLY,ORGANIC_ONLY,UNKNOWN,UNSPECIFIED",segments.search_engine_results_page_type,google.ads.googleads.v15.enums.SearchEngineResultsPageTypeEnum.SearchEngineResultsPageType
True,False,True,False,"campaign_search_term_insight,customer_search_term_insight,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.ctr,metrics.impressions,metrics.search_volume,segments.date,segments.search_term",A search term subcategory. An empty string denotes the catch-all subcategory for search terms that didn't fit into another subcategory.,SEGMENT,STRING,segments.search_subcategory,N/A
True,False,True,False,"campaign_search_term_insight,customer_search_term_insight,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.ctr,metrics.impressions,segments.date,segments.search_subcategory",A search term.,SEGMENT,STRING,segments.search_term,N/A
True,False,True,True,"ad_group_ad,metrics.absolute_top_impression_percentage,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_from_interactions_value_per_interaction,metrics.all_conversions_value,metrics.all_conversions_value_per_cost,metrics.average_cost,metrics.average_cpc,metrics.average_cpe,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_from_interactions_value_per_interaction,metrics.conversions_value,metrics.conversions_value_per_cost,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.engagement_rate,metrics.engagements,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.top_impression_percentage,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_quartile_p100_rate,metrics.video_quartile_p25_rate,metrics.video_quartile_p50_rate,metrics.video_quartile_p75_rate,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,search_term_view,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year","Match type of the keyword that triggered the ad, including variants.",SEGMENT,"BROAD,EXACT,NEAR_EXACT,NEAR_PHRASE,PHRASE,UNKNOWN,UNSPECIFIED",segments.search_term_match_type,google.ads.googleads.v15.enums.SearchTermMatchTypeEnum.SearchTermMatchType
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year",iOS Store Kit Ad Network ad event type.,SEGMENT,"INTERACTION,UNAVAILABLE,UNKNOWN,UNSPECIFIED,VIEW",segments.sk_ad_network_ad_event_type,google.ads.googleads.v15.enums.SkAdNetworkAdEventTypeEnum.SkAdNetworkAdEventType
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year",iOS Store Kit Ad Network attribution credit,SEGMENT,"CONTRIBUTED,UNAVAILABLE,UNKNOWN,UNSPECIFIED,WON",segments.sk_ad_network_attribution_credit,google.ads.googleads.v15.enums.SkAdNetworkAttributionCreditEnum.SkAdNetworkAttributionCredit
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year",iOS Store Kit Ad Network coarse conversion value.,SEGMENT,"HIGH,LOW,MEDIUM,NONE,UNAVAILABLE,UNKNOWN,UNSPECIFIED",segments.sk_ad_network_coarse_conversion_value,google.ads.googleads.v15.enums.SkAdNetworkCoarseConversionValueEnum.SkAdNetworkCoarseConversionValue
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year","iOS Store Kit Ad Network conversion value. Null value means this segment is not applicable, for example, non-iOS campaign.",SEGMENT,INT64,segments.sk_ad_network_conversion_value,N/A
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year",iOS Store Kit Ad Network postback sequence index.,SEGMENT,INT64,segments.sk_ad_network_postback_sequence_index,N/A
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year",App id where the ad that drove the iOS Store Kit Ad Network install was shown.,SEGMENT,STRING,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,N/A
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_type,segments.sk_ad_network_user_type,segments.week,segments.year","Website where the ad that drove the iOS Store Kit Ad Network install was shown. Null value means this segment is not applicable, for example, non-iOS campaign, or was not present in any postbacks sent by Apple.",SEGMENT,STRING,segments.sk_ad_network_source_domain,N/A
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_user_type,segments.week,segments.year","The source type where the ad that drove the iOS Store Kit Ad Network install was shown. Null value means this segment is not applicable, for example, non-iOS campaign, or neither source domain nor source app were present in any postbacks sent by Apple.",SEGMENT,"MOBILE_APPLICATION,UNAVAILABLE,UNKNOWN,UNSPECIFIED,WEBSITE",segments.sk_ad_network_source_type,google.ads.googleads.v15.enums.SkAdNetworkSourceTypeEnum.SkAdNetworkSourceType
True,False,True,True,"campaign,customer,metrics.sk_ad_network_installs,metrics.sk_ad_network_total_conversions,segments.date,segments.day_of_week,segments.month,segments.month_of_year,segments.quarter,segments.sk_ad_network_ad_event_type,segments.sk_ad_network_attribution_credit,segments.sk_ad_network_coarse_conversion_value,segments.sk_ad_network_conversion_value,segments.sk_ad_network_postback_sequence_index,segments.sk_ad_network_source_app.sk_ad_network_source_app_id,segments.sk_ad_network_source_domain,segments.sk_ad_network_source_type,segments.week,segments.year",iOS Store Kit Ad Network user type.,SEGMENT,"NEW_INSTALLER,REINSTALLER,UNAVAILABLE,UNKNOWN,UNSPECIFIED",segments.sk_ad_network_user_type,google.ads.googleads.v15.enums.SkAdNetworkUserTypeEnum.SkAdNetworkUserType
True,False,True,True,"ad_group,ad_group_ad,ad_group_ad_asset_combination_view,ad_group_ad_asset_view,ad_group_asset,ad_group_audience_view,asset_field_type_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,click_view,customer,customer_asset,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,keyword_view,landing_page_view,metrics.all_conversions,metrics.average_cart_size,metrics.average_cost,metrics.average_cpc,metrics.average_cpe,metrics.average_cpm,metrics.average_order_value_micros,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_of_goods_sold_micros,metrics.cost_per_conversion,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.ctr,metrics.engagement_rate,metrics.engagements,metrics.gmail_forwards,metrics.gmail_saves,metrics.gmail_secondary_clicks,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.mobile_friendly_clicks_percentage,metrics.new_customer_lifetime_value,metrics.orders,metrics.revenue_micros,metrics.speed_score,metrics.units_sold,metrics.valid_accelerated_mobile_pages_clicks_percentage,metrics.value_per_conversion,metrics.view_through_conversions,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.click_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.interaction_on_this_extension,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.new_versus_returning_customers,segments.placeholder_type,segments.quarter,segments.week,segments.year,webpage_view",Position of the ad.,SEGMENT,"CONTENT,MIXED,SEARCH_OTHER,SEARCH_PARTNER_OTHER,SEARCH_PARTNER_TOP,SEARCH_SIDE,SEARCH_TOP,UNKNOWN,UNSPECIFIED",segments.slot,google.ads.googleads.v15.enums.SlotEnum.Slot
True,False,True,False,"dynamic_search_ads_search_term_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.average_cpc,metrics.average_cpm,metrics.clicks,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,segments.ad_destination_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.external_conversion_source,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year",Resource name of the ad group criterion that represents webpage criterion.,SEGMENT,RESOURCE_NAME,segments.webpage,N/A
